# ----------------------------------------
# All Web Site Data
# device
# 20140624-20140624
# ----------------------------------------

device_name	os_version	Pageviews	Unique Pageviews
MI+2S	4.1.1	385	250
2013022	4.2.1	335	214
MI+3	4.2.1	312	211
MI+2SC	4.1.1	241	165
MI+2	4.1.1	169	90
vivo+X3t	4.2.1	163	123
2013023	4.2.2	158	97
MI+2A	4.1.1	152	106
vivo+Y13	4.2.2	150	103
MI+1S	4.1.2	138	86
vivo+Y11i+T	4.2.2	134	91
2014011	4.2.2	121	90
R821T	4.2.2	117	87
HUAWEI+Y511-T00	4.2.2	114	92
vivo+Y11	4.2.2	111	77
HM+NOTE+1TD	4.2.2	99	77
vivo+Y15T	4.2.2	96	64
vivo+Y17T	4.2.2	95	72
HM+1SC	4.3	89	65
vivo+S7i(t)	4.2.2	88	71
vivo+Y19t	4.2.1	82	55
R831T	4.2.2	80	56
Coolpad+8720L	4.3	78	47
vivo+X510t	4.2.2	76	55
GT-I9300	4.1.2	75	50
MI+3W	4.3	74	58
R819T	4.2.1	72	52
H30-T00	4.2.2	71	42
R815T	4.2.1	68	49
R827T	4.2.2	64	50
R8007	4.3	63	45
R829T	4.2.2	62	38
vivo+X3L	4.3	62	38
R823T	4.2.1	60	49
MI+3C	4.3	58	44
GT-S7572	4.1.2	56	32
HUAWEI+G750-T01	4.2.2	55	35
M355	4.2.1	55	29
H30-T10	4.2.2	54	26
Coolpad+8297	4.2.2	51	34
HUAWEI+Y325-T00	2.3.6	51	34
vivo+X1St	4.2.1	51	36
X909T	4.2.2	51	29
GT-I8262D	4.1.2	49	32
GT-N7100	4.1.2	49	32
vivo+S7t	4.0.4	47	34
GT-N7100	4.3	45	30
HM+1SW	4.3	45	33
vivo+X1	4.1.1	44	31
Lenovo+A630t	4.0.4	43	25
MI-ONE+Plus	2.3.5	43	30
GT-S5830i	2.3.6	42	22
GT-S7898	4.1.2	41	27
U707T	4.2.1	41	30
Coolpad+5890	4.1.2	40	25
GT-I8552	4.1.2	40	27
GT-I9500	4.2.2	40	24
Lenovo+A278t	2.3.5	40	34
R833T	4.2.2	40	30
R811	4.0.4	39	33
8085	4.0.3	38	24
GT-I9103	2.3.6	38	6
GT-I9152	4.2.2	38	23
Lenovo+A298t	2.3.5	38	27
R813T	4.0.4	38	22
Coolpad+8076D	4.0.3	37	20
Lenovo+A318t	2.3.6	37	24
HUAWEI+C8815	4.1.2	36	20
HUAWEI+G520-T10	4.2.1	36	21
R831S	4.3	36	28
vivo+S11t	4.0.4	36	21
vivo+Y3t	4.0.4	35	27
GT-I9508	4.2.2	34	6
vivo+S7	4.0.4	34	20
Coolpad+7296	4.2.2	33	25
K-Touch+T60	4.2.2	33	23
M040	4.1.1	33	27
X9007	4.3	33	21
Coolpad+8079	4.0.3	32	20
HM+NOTE+1W	4.2.2	32	23
MI+1S	4.0.4	32	21
R2017	4.3	32	26
vivo+Y22	4.2.2	32	19
X907	4.0.3	32	24
Coolpad+7295C	4.2.2	31	22
HUAWEI+G520-5000	4.1.2	31	21
HUAWEI+G610-T11	4.2.2	31	18
SCH-I739	4.1.2	31	8
H30-U10	4.2.2	30	19
HUAWEI+C8813Q	4.1.2	30	22
HUAWEI+T8951	4.0.4	30	19
HUAWEI+Y310-5000	2.3.5	30	10
SM-G3818	4.2.2	30	18
vivo+S3+	4.0.4	30	23
vivo+Y20T	4.2.2	30	27
HUAWEI+G520-0000	4.1.2	29	14
Lenovo+A658t	4.0.3	29	20
GT-I9500	4.3	28	20
GT-I9508	4.3	28	19
HUAWEI+C8816	4.3	28	13
Lenovo+A820t	4.1.2	28	19
ZTE+U795	4.0.4	28	15
Coolpad+5891	4.1.2	27	25
Lenovo+A308t	2.3.6	27	20
Coolpad+7231	4.2.2	26	18
Coolpad+8122	4.2.2	26	17
GT-I9128	4.1.2	26	9
GT-I9300	4.1.1	26	15
GT-S7568I	4.1.2	26	20
HUAWEI+G730-T00	4.2.2	26	8
Lenovo+A850	4.2.2	26	22
N1T	4.2.2	26	20
vivo+Y11iW	4.2.2	26	17
ZTE+U807	4.0.4	26	19
E6mini	4.2.1	25	15
GT-I9082i	4.1.2	25	18
GT-S7272C	4.3	25	9
vivo+Xplay3S	4.3	25	18
ZTE+U985	4.0.4	25	4
2013022	4.2.2	24	11
Coolpad+7295+	4.1.2	24	14
Coolpad+8089	4.0.3	24	21
GT-I9300	4.3	24	15
GT-I9500	4.4.2	24	17
InFocus+M310	4.2.2	24	19
Lenovo+A288t	2.3.5	24	15
LG-F160L	4.0.3	24	1
R809T	4.2.1	24	19
ZTE+U790	2.3.6	24	22
8190	4.0.3	23	14
8190Q	4.1.2	23	16
Coolpad+8076	2.3.5	23	23
GN9000	4.2.2	23	16
GT-S6818	4.1.2	23	14
GT-S7568	4.0.4	23	14
U705T	4.1.1	23	17
vivo+X3S+W	4.2.2	23	17
ZTE+N909	4.1.2	23	13
HTC+T328t	4.0.3	22	9
R801	2.3.6	22	17
vivo+Y11	4.1.2	22	16
Coolpad+7269	4.2.1	21	15
Coolpad8295M	4.2.1	21	16
DOOV+S2y	4.2.2	21	4
GN137	4.2.2	21	17
GT-I8558	4.2.2	21	19
SGH-I897	2.3.3	21	2
V182	4.2.2	21	10
Coolpad7295	4.1.2	20	12
HUAWEI+Y320-T00	4.0.3	20	8
K-Touch+T619	2.3.5	20	13
M3	4.2.2	20	13
SCH-I699	2.3.6	20	15
vivo+Y17W	4.2.2	20	12
GT-I9308	4.3	19	10
HUAWEI+Y516-T00	4.2.2	19	8
Lenovo+A218t	2.3.5	19	15
Lenovo+A65	2.3.5	19	15
M045	4.2.1	19	3
ME173X	4.2.2	19	13
S39h	4.2.2	19	12
SM-G7106	4.3	19	15
SM-N9002	4.3	19	12
V185	4.2.2	19	13
vivo+Y18L	4.3	19	8
Coolpad+5216D	4.1.2	18	10
Coolpad+8705	4.3	18	12
Coolpad+9190L	4.3	18	10
DOOV+S1	4.2.1	18	11
GT-I9220	4.1.2	18	5
HUAWEI+G610-U00	4.2.1	18	15
Lenovo+A390t	4.0.3	18	14
Lenovo+A708t	4.2.2	18	13
MI-ONE+Plus	4.1.2	18	10
SM-N9008	4.3	18	17
vivo+E1	2.3.5	18	16
ZTE+U817	4.0.4	18	16
Android	4.2.2	17	10
Coolpad8720Q	4.2.1	17	16
GT-I9158	4.2.2	17	11
GT-S5830	2.3.4	17	10
GT-S7278	4.1.2	17	9
HUAWEI+G610-T00	4.2.1	17	8
K-Touch+U86	4.1.2	17	11
Lenovo+A670t	4.2.1	17	13
M701	4.2.1	17	10
MEEG+201	4.2.2	17	8
SM-G3812	4.2.2	17	13
SM-G7108V	4.3	17	11
SM-N9006	4.3	17	15
SM-N9006	4.4.2	17	14
SM-N9008V	4.3	17	14
T9508	4.2.2	17	13
GT-P3100	4.1.2	16	12
HUAWEI+C8813	4.1.1	16	13
HUAWEI+P6-U06	4.2.2	16	6
HUAWEI+Y+220T	2.3.5	16	14
OPSSON+IVO6655	4.2.2	16	13
vivo+S3	2.3.5	16	14
X909	4.2.2	16	14
8720	4.0.3	15	10
AOLE	4.2.2	15	8
Coolpad+7270	4.2.2	15	10
GT-I9260	4.1.2	15	10
HUAWEI+G730-U00	4.2.2	15	5
i92	4.1.2	15	5
IdeaTabA5000-E	4.1.2	15	1
MOFUT-F8SH	4.0.4	15	2
NX403A	4.2.2	15	10
vivo+S9	4.1.1	15	15
YUSUN+W808	4.1.2	15	3
ZTE+U793	2.3.5	15	14
ZTE+U809	4.2.2	15	10
AMOI+N828	4.2.1	14	5
Android	4.1.1	14	10
Coolpad+7270_W00	4.2.2	14	12
Coolpad+8056	2.3.5	14	13
Coolpad+8297W	4.2.2	14	7
E3T	4.2.1	14	11
GT-I8268	4.1.2	14	13
GT-I9100	4.0.4	14	10
GT-I9228	4.1.2	14	6
HMI_A6	4.2.2	14	5
HTC+Incredible+S	4.0.4	14	6
HUAWEI+U8825D	4.0.4	14	10
I9200	4.2.2	14	4
iPh-800	4.3.0	14	10
Lenovo+A300t	2.3.5	14	12
Lenovo+S720	4.0.4	14	8
M356	4.2.1	14	9
N616	2.3.6	14	3
OPSSON+IVO+6600	4.2.2	14	10
vivo+Xplay	4.2.2	14	8
ZTE+Q505T	4.3	14	9
8195	4.0.3	13	9
A862W	4.1.2	13	6
android+phone	4.2.2	13	4
B1-A71	4.1.2	13	10
Bird+i600	4.2.2	13	10
Coolpad+5950	4.1.2	13	13
Coolpad+7295A	4.1.2	13	9
Coolpad8750	4.2.1	13	8
DESAY+TS1018	4.2.2	13	9
GN708W	4.2.1	13	6
GT-I9200	4.2.2	13	10
Haier_HT-I710	2.3.5	13	9
HUAWEI+G700-T00	4.2.1	13	10
HUAWEI+Y320-U01	2.3.6	13	5
K-Touch+T619+	2.3.5	13	11
MI+1SC	4.0.4	13	9
SM-G3502	4.2.2	13	8
ThL+T3	4.2.1	13	2
Coolpad+5219	4.1.2	12	8
GN100	2.3.6	12	2
GN305	4.1.1	12	2
GT-N7000	4.0.4	12	7
HS-T929	4.0.3	12	6
HT-I700	4.2.2	12	10
HUAWEI+T8833	4.0.4	12	8
IUSAI+US6	4.2.2	12	8
Lenovo+A690	2.3.6	12	7
Lenovo+S868t	4.0.3	12	7
MediaPad+X1+7.0	4.2.2	12	3
MI-ONE+C1	4.1.2	12	7
R807	2.3.6	12	8
vivo+E3	4.0.4	12	9
vivo+V2	2.3.5	12	10
vivo+X1S	4.2.1	12	7
YUSUN+T21	4.0.4	12	1
ZTE+V975	4.2.2	12	5
5860A	2.3.5	11	8
5870	4.0.4	11	6
8022	2.3.7	11	5
8150D	4.0.3	11	8
CoolPad8020+	2.3.5	11	11
Coolpad8198T	4.2.1	11	9
GT-I9082	4.1.2	11	8
GT-I9100	4.1.2	11	9
GT-N7100	4.1.1	11	10
GT-N7102	4.1.1	11	8
HTC+Desire	2.3.7	11	3
HTC+Z510d	2.3.4	11	6
HUAWEI+G750-T00	4.2.2	11	4
K-Touch+C986t	4.0.3	11	8
Lenovo+A208t	2.3.5	11	11
OPSSON+IVO6666	4.2.2	11	7
Q007	4.2.3	11	1
R805	2.3.6	11	7
R830	4.2.2	11	5
SM-N9009	4.4.2	11	5
TD8208	2.3.5	11	4
U701	2.3.6	11	10
U705T	4.0.4	11	9
UNC-D500	4.2.2	11	4
YX-YUSUN+E96	2.3.5	11	2
ZTE+N798	4.0.4	11	4
8020	2.3.7	10	6
C1	4.2.2	10	7
Coolpad+5951	4.1.2	10	8
Coolpad8050	2.3.5	10	6
E5	4.2.1	10	9
G1	4.1.1	10	4
GT-I9128E	4.2.2	10	7
GT-I9158P	4.3	10	9
GT-N7102	4.3	10	8
GT-N8000	4.1.2	10	9
GT-S7562C	4.1.2	10	7
HTC+Desire+S	2.3.3	10	2
HTC+Sensation+XE+with+Beats+Audio+Z715e	4.0.3	10	6
HUAWEI+G610-C00	4.1.2	10	7
HUAWEI+Y600-U00	4.2.2	10	7
K-Touch+T780+	2.3.5	10	7
Lenovo+A269i	2.3.6	10	9
Lenovo+S720i	4.1.1	10	7
LNV-Lenovo+A370e	2.3.5	10	3
M351	4.2.1	10	9
M6ES	4.2.2	10	3
MI-ONE+C1	2.3.5	10	5
N79	4.0.4	10	1
OPSSON+IDO+5322	4.2.2	10	7
R803	2.3.6	10	5
Readboy_G50	4.2.2	10	10
SCH-I679	4.3	10	7
T29	4.0.4	10	5
TCL+J320T	4.2.2	10	6
U802	4.0.4	10	5
vivo+S6T	4.0.4	10	5
ZTE+U956	4.1.2	10	7
3GW100	2.3.7	9	6
5860S	4.0.4	9	6
Coolpad+7235	4.0.4	9	5
Coolpad8295C	4.2.1	9	6
DESAY+TS808	2.3.5	9	6
Doeasy+E700	4.2.2	9	7
E6T	4.2.1	9	4
FWS610	2.3.7	9	4
G4	4.4.1	9	1
GPLUS+N930	4.0.4	9	4
GT-I9300	4.0.4	9	9
GT-N7108	4.1.2	9	3
GT-S7562i	4.0.4	9	6
HOSIN+T702(OPEN)	4.2.2	9	6
HS-EG929	4.1.2	9	5
HTC+T329t	4.1.1	9	7
HUAWEI+P6-T00	4.2.2	9	8
HUAWEI+T8950	4.0.4	9	5
K00C	4.3	9	2
Lenovo+A366t	2.3.6	9	8
Lenovo+A378t	4.2.2	9	6
Lenovo+A398t	4.0.3	9	9
Lenovo+A520	2.3.5	9	7
Lenovo+A800	4.0.4	9	7
Lenovo+A820	4.1.2	9	7
Lenovo+P780	4.2.1	9	4
Lovme-X22	4.2.2	9	6
MI+3	4.4.2	9	6
R817T	4.0.4	9	7
SCH-I619	2.3.6	9	8
SCH-I699I	4.0.4	9	5
T703	2.3.4	9	5
T8620	4.0.3	9	8
TCL+S950T	4.2.2	9	5
vivo+S12	4.0.4	9	7
vivo+V1	2.3.3	9	8
ZTE-T+U880	2.2.2	9	6
ZTE-T+U880	2.3.7	9	5
ZTE+Q201T	4.2.2	9	6
ZTE+U930	4.0.3	9	6
ZTE+V967S	4.2.1	9	7
A1_07	2.3.4	8	7
A10D+	4.2.2	8	6
A5000	4.2.2	8	2
BOWAY_V8	4.1.2	8	6
BOWAY+V5	2.3.6	8	6
C600	2.3.4	8	3
Compaq+7	4.2.2	8	5
Coolpad	4.3.3	8	3
CoolPad8012	2.3.5	8	6
DOEASY+E930	4.0.4	8	1
E3	4.2.1	8	8
GN139	4.2.2	8	4
GT-I9100	2.3.5	8	6
GT-I9100	2.3.6	8	5
GT-I9152P	4.3	8	7
GT-I9268	4.1.2	8	5
GT-S6352	2.3.6	8	7
HTC+Butterfly	4.4.2	8	5
HTC+D816t	4.4.2	8	6
HTC+Desire+S	2.3.5	8	4
HTC+T528t	4.1.1	8	5
HUAWEI+C8813dq	4.1.2	8	1
Lenovo+A590	4.1.1	8	6
Lenovo+A678t	4.2.2	8	6
Lenovo+A798t	4.0.4	8	7
Lenovo+B8000-F	4.2.2	8	5
M353	4.2.1	8	6
ME865	4.0.4	8	3
MI+2C	4.1.1	8	7
Nexus+7	4.4.3	8	5
OPSSON+D1	4.2.2	8	5
R6007	4.3	8	8
R820	4.2.2	8	7
Ramos+X10+PRO时尚版	4.2.2	8	1
SD08	4.1.1	8	2
SM-G9008V	4.4.2	8	6
TY-K+Touch+E88	4.1.2	8	2
u18	4.1.1	8	7
U910	4.0.4	8	5
UOOGOU-Q9	4.2.1	8	3
V100	4.2.2	8	4
V8	4.0.4	8	2
V931	4.0.3	8	5
VIVO	4.3.0	8	4
vivo+Y613	4.2.2	8	8
YEPEN	4.2.2	8	7
YUSUN+T22	2.3.5	8	6
ZTE+N798+	4.0.4	8	5
ZTE+U5	4.1.2	8	2
ZTE+U791	2.3.5	8	7
7260	2.3.5	7	3
8060	2.3.7	7	6
A33	4.2.2	7	3
A720	4.1.1	7	3
A800	4.2.2	7	6
Android	4.4.4	7	2
BAOFA+M2	4.2.1	7	4
BOWAY_V7	4.0.3	7	1
CIKAA	4.2.2	7	6
Coolpad+5891Q	4.1.2	7	7
Coolpad+5930	4.1.2	7	7
Coolpad+7232	4.2.2	7	5
Coolpad+8702	4.3	7	5
Coolpad8150S	4.0.3	7	6
DW-E15	4.2.2	7	5
epade+A7	4.0.4	7	5
G_7C	2.3.6	7	2
G620-L75	4.3	7	4
GHONGV10	4.2.1	7	3
GN700W	4.1.1	7	3
GT-I8730	4.1.2	7	5
GT-N5100	4.1.2	7	5
GT-N7108	4.3	7	5
GT-P5110	4.1.2	7	6
GT-S5670	2.3.4	7	3
Hong+m2	4.3.0	7	5
HS-T959	4.2.1	7	5
HT-I717	4.2.2	7	3
HTC+D816w	4.4.2	7	4
HUAWEI	4.2.2	7	5
HUAWEI+MT1-T00	4.1.2	7	3
HUAWEI+P6-C00	4.2.2	7	4
HUAWEI+Y310-T10	2.3.5	7	6
HUAWEI+Y321-C00	4.1.2	7	6
iphone	4.2.2	7	3
K-Touch+Tou+ch3	4.3	7	7
Lenovo+A60+	2.3.6	7	5
Lenovo+A656	4.2.1	7	5
LNV-Lenovo+A375e	2.3.5	7	7
LT28h	4.0.4	7	3
M	4.2.2	7	2
M601	4.2.1	7	4
MI+3W	4.4.2	7	5
MT6515M	4.0	7	4
OBEE+K8008	4.0.1	7	7
OPSSON+IVO6600	4.0.4	7	7
R815W	4.2.1	7	6
R817	4.0.4	7	6
S5	4.2.2	7	4
SCH-I759	4.1.2	7	2
SCH-I869	4.1.2	7	6
SHV-E270K	4.1.2	7	1
SM-G3509	4.1.2	7	6
SM-N7507	4.3	7	2
T580	2.3.7	7	6
T730	2.3.6	7	6
T9108	4.0.4	7	7
TCL+S720T	4.2.2	7	5
U51GT-W	4.2.2	7	4
U8860	2.3.6	7	3
U980	4.1.1	7	4
US-Xc2	4.2.2	7	2
Venue+8+3830	4.3	7	6
vivo+E5	4.1.1	7	3
vivo+Y22L	4.3	7	5
W806	2.3.4	7	6
Z400	4.0.4	7	1
ZTE-U+V880	2.2.2	7	5
ZTE+U879	4.2.2	7	6
A18	4.2.2	6	5
A2	4.1.1	6	2
A3	4.1.1	6	3
A8F+	4.1.2	6	5
Android	5.0.0	6	5
Bird+i9	4.2.2	6	1
Coolpad+7298A	4.2.2	6	4
E6	4.2.1	6	3
Galaxy+Nexus	4.3	6	2
GN135	4.0.4	6	2
GN180	4.0.4	6	6
GN206	4.2.2	6	5
GN810	4.1.2	6	6
GT-I8160	2.3.6	6	5
GT-I9100G	4.1.2	6	6
GT-I9108	2.3.6	6	5
GT-I9108	4.1.2	6	3
GT-I9502	4.4.2	6	4
GT-N8010	4.1.1	6	4
GT-P5210	4.2.2	6	6
GT-S7278U	4.1.2	6	5
HOSIN+T50(OPEN)	4.2.2	6	2
HS-EG876	2.3.6	6	2
HTC	4.2.2	6	4
HTC+T528d	4.1.1	6	2
HTC+Velocity+4G+X710s	4.0.3	6	6
HUAWEI+C8816D	4.3	6	4
HUAWEI+G606-T00	4.0.3	6	6
I9009A	2.3.8	6	3
IFive100	4.2.2	6	4
ISA-JADE	4.0	6	4
K-Touch+W619	1.5.2.0-RT-20120926.155001	6	2
K-touchH1	4.3.0	6	1
KPT+K8	4.2.2	6	2
Lenovo+A356	4.0.4	6	4
Lenovo+S898t	4.2.2	6	4
LNV-Lenovo+A365e	2.3.5	6	5
M040	4.2.1	6	4
MB525	2.3.7	6	4
MC-V12	4.0.4	6	2
MOTO+ME860	4.0.4	6	1
neken+NX	4.2.1	6	4
PT-168	4.0.3	6	3
Q12	4.0.3	6	4
R850	4.2.2	6	4
S12	4.2.2	6	4
SAMSUNG-SGH-I997R	2.3.3	6	5
SCH-I829	4.1.2	6	5
SCH-I959	4.4.2	6	3
SCH-P709	4.2.2	6	5
SCH-W999	2.3.6	6	3
SM-G3502I	4.3	6	6
SM-G3502U	4.2.2	6	5
SM-G3508I	4.1.2	6	4
SM-N9009	4.3	6	4
SM-N900S	4.4.2	6	3
SM-T311	4.2.2	6	5
T16A	4.2.2	6	5
T45	4.2.1	6	5
T858	2.3.5	6	4
T8830Pro	4.0.4	6	5
T9105	4.0.4	6	3
T92	2.3.7	6	3
TS106	2.3.5	6	5
U980A	4.0.4	6	3
V12	4.2.2	6	2
vivo+S7w	4.1.2	6	6
vivo+S9	4.0.4	6	6
X907	4.1.2	6	5
X909	4.1.1	6	6
ZD	4.3.0	6	4
ZTE+N983	4.0.4	6	3
ZTE+U808	4.0.3	6	6
ZTE+U887	2.3.5	6	4
ZTE+U889	4.2.1	6	2
破晓	4.0.3	6	4
5855	2.2.2	5	2
7230-B	2.3.5	5	4
8185	4.1.2	5	4
A0001	4.3	5	4
A500	4.0.3	5	5
A88mini	4.2.2	5	5
Android-M3	4.4.4	5	2
AUX+I7	4.2.2	5	1
bohp_P6G	4.2.2	5	2
ChanghongZ3	4.0.4	5	2
CONOR+T900	4.0.3	5	3
Coolpad+7019	2.3.5	5	1
Coolpad+7298D	4.2.2	5	4
Coolpad+8729	4.3	5	4
CoolPad8070	2.3.5	5	5
COWW+C907	4.2.2	5	3
CSN+C12	4.1.2	5	3
CT95K+	4.2.2	5	3
DOOV_D9	4.0.4	5	3
DOOV+D360	4.0.4	5	4
DOOV+T90	4.3	5	3
epade+A360S	2.3.6	5	4
epade+S300	2.3.5	5	3
F966	4.1	5	3
GN708T	4.2.1	5	5
GT-B9062	2.3.6	5	2
GT-I5508	2.2	5	3
GT-I9100	2.3.4	5	5
GT-I9100G	2.3.6	5	4
GT-I9500	4.1.1	5	2
GT-I9502	4.3	5	5
GT-N7102	4.1.2	5	4
GT-N7105	4.3	5	5
GT-S5360	2.3.6	5	4
GT-S5368	2.3.6	5	1
GT-S5830	2.2.1	5	4
Haier_HT-I600	2.3.5	5	5
HOSIN+T80	4.2.2	5	3
HS-EG970	4.1.2	5	4
HS-U966	4.2.2	5	5
HTC+5088	4.1.2	5	5
HTC+T328t	4.0.4	5	4
HTC+T528w	4.1.1	5	4
HUAWEI+C8813D	4.1.1	5	4
HUAWEI+G510-0010	4.1.1	5	5
HUAWEI+HN3-U01	4.2.2	5	2
HUAWEI+Y300C	4.1.1	5	4
HUAWEI+Y320-C00	4.1.2	5	1
HUAWEI+Y500-T00	4.0.3	5	4
i96T	4.2.1	5	2
IdeaTabA2207A-H	4.0.4	5	5
IPH4	5.0.0	5	4
IUSAI+US12	4.2.2	5	3
IUSAI+US15	4.2.2	5	2
K-Touch+C666t	2.3.5	5	5
K-Touch+T6	4.0.3	5	3
K-Touch+W70	4.2.2	5	4
KPT+A11PLUS	4.0.3	5	2
KPT+A9	2.3.4	5	5
Lenovo+A529	2.3.6	5	3
Lenovo+A789	4.0.4	5	4
Lenovo+S820	4.2.1	5	3
LT18i	4.0.4	5	4
M1	4.2.2	5	4
M3	4.0.3	5	3
M73	4.2.2	5	2
M910A	2.3.6	5	2
MI+1SC	4.1.2	5	5
MI+2S	4.2.2	5	5
MI+3C	4.4.2	5	4
N1W	4.2.2	5	2
Nexus+5	4.4.2	5	3
Nexus+7	4.4.2	5	4
NOAIN+A913	4.1.2	5	3
Novo7Advanced	2.3.4	5	2
OKA51	4.2.2	5	4
OKU3	4.2.2	5	3
OPPO	4.2.2	5	3
OPSSON+IDO+5000	4.2.2	5	4
OPSSON+IVO+6688	4.2.2	5	5
OS988	4.1.1	5	2
PULID+F1	4.0	5	2
Ramosi9	4.2.2	5	4
rk30sdk	4.1.1	5	3
S588	4.3.0	5	5
SCH-N719	4.3	5	3
SHV-E160K	4.1.2	5	2
SHV-E210K	4.1.2	5	1
SM-G7108	4.3	5	3
SM-T211	4.1.2	5	5
SM-T310	4.2.2	5	3
SPH-L720	4.2.2	5	1
T01	4.2.2	5	3
T21	4.0.3	5	4
T6198	4.0.3	5	2
T710	4.0.4	5	1
T808	4.0.3	5	4
UMI3(TD)	4.2.2	5	5
UOOGOU_X5	4.1.1	5	3
UTime+i15	4.2.2	5	4
V976	4.2.1	5	4
VIMOO_M66	4.2.2	5	1
vivo+S9t	4.1.2	5	4
vivo+Y1	2.3.5	5	3
W800	4.2.1	5	2
X805	4.2.1	5	5
ZP500+	4.0.4	5	2
ZTE+Q301C	4.3	5	3
ZTE+U795+	4.0.4	5	3
ZTE+V790	2.3.6	5	5
ZTE+V955	4.0.4	5	3
7230	2.3.5	4	4
A1-810	4.2.2	4	2
A508	4.3.2	4	4
A66	4.0.3	4	3
AE_T12	4.2.2	4	4
AE802	4.0.4	4	4
AUX+V965T	4.0.3	4	3
Bird+i580	4.2.2	4	3
BOWAY+U2	2.3.5	4	4
BROADSEE+N1	4.2.2	4	3
BW-BenWee+N9S	2.3.5	4	2
C5502	4.4.2	4	2
C8650	2.3.3	4	3
C901+B	2.2.1	4	2
ChanghongW6	2.3.5	4	4
Colorfly+E708+Q1	4.2.2	4	2
Coolpad+5210	2.3.5	4	2
Coolpad+5217	4.3	4	4
Coolpad+7060	4.1.2	4	3
CoolPad8010	2.3.5	4	4
DOOV_D300	2.3.5	4	2
G610-T00	4.2.1	4	2
GN150	4.2.2	4	4
GN700T	4.0.4	4	1
GN800	4.0.4	4	3
GT-I9108	2.3.4	4	1
GT-I9128I	4.2.2	4	3
GT-P1000	2.2.1	4	4
GT-P5100	4.1.1	4	3
GT-S5570	2.3.4	4	4
GT-S7562	4.0.4	4	4
H-701	4.0.4	4	1
H2	4.2.2	4	3
Hasee+X50+TS	4.2.2	4	2
HMI_A5	4.2.2	4	2
HOOW	4.2.2	4	4
HOOW-A7	4.2.2	4	1
HS-U929	4.2.2	4	1
HS-U936	4.3	4	3
HT-I857	4.2.1	4	3
HTC+608t	4.1.2	4	4
HTC+D316d	4.3	4	4
HTC+Desire+S	4.0.4	4	2
HTC+Incredible+S	2.3.3	4	3
HTC+One+X	4.0.4	4	4
HTC+T327t	4.0.3	4	4
HUAWEI+C8812E	4.0.4	4	2
HUAWEI+C8813DQ	4.1.2	4	4
HUAWEI+C8860E	2.3.6	4	1
HUAWEI+P7-L07	4.4.2	4	2
i9100+Q6	4.2.2	4	2
intki-E9003至尊	4.0.4	4	1
iphone	4.0.4	4	4
JLT-K601	4.4.4	4	4
k-free+F8	4.2.2	4	3
K-Touch+C960t	2.3.5	4	4
K-Touch+T621	2.3.5	4	3
K-Touch+T93	4.0.3	4	2
K-Touch+W619	2.3.6	4	4
K-Touch+W68	4.2.2	4	3
K1391	4.2.1	4	2
KLITON_I618XKA	4.2.2	4	2
KONKA_V980	4.0.3	4	3
koobee+M2	4.3	4	1
Lenovo+A269	2.3.6	4	3
Lenovo+A305e	2.3.6	4	4
Lenovo+A376	4.0.3	4	3
Lenovo+A628t	4.2.2	4	3
Lenovo+A668t	2.3.7	4	3
Lenovo+A750e	4.0.3	4	1
Lenovo+A788t	4.3	4	1
Lenovo+K860i	4.0.4	4	2
Lenovo+P700i	4.0.4	4	3
LNV-Lenovo+A790e	2.3.5	4	2
Lovme-T9	4.3	4	2
LT26i	4.1.2	4	4
LT26ii	4.1.2	4	2
M045	4.1.1	4	4
M3	4.4.2	4	2
MC002	4.2.1	4	3
ME525+	2.3.6	4	4
MI	4.2.2	4	2
MI2	4.1.2	4	3
MLLED_M3+MINI	4.2.2	4	2
MOLOO+M5	4.2.2	4	2
MTK6589	4.0.3	4	2
MY001-B	4.2.2	4	4
Newpad	4.0.3	4	1
OPSSON+IVO6622	4.0.4	4	2
OPSSON+IVO6622	4.2.2	4	4
OZZO-119A	4.0.4	4	4
P89mini(E2W6)	4.2.2	4	3
PULID+F6	4.0.3	4	2
S9220	4.0.4	4	3
SGH-T999	4.1.2	4	2
SHV-E110S	2.3.6	4	1
SHW-M440S	4.1.2	4	3
SM-G3508	4.1.2	4	4
SM-G9006V	4.4.2	4	3
SM-N900	4.3	4	3
SM-P601	4.3	4	3
SM-T210	4.1.2	4	4
SM-T210R	4.1.2	4	3
SM-W2014	4.3.0	4	4
ST18i	2.3.4	4	1
T-smart+G18	2.3.5	4	4
T1	4.2.2	4	4
T118A	2.3.5	4	2
T118B	4.2.2	4	2
T350	4.2.2	4	1
T700	4.0.4	4	2
T989	4.0.4	4	1
T9986	4.2.2	4	3
TCL+J726T	4.2.2	4	4
TCL+P600	4.1.2	4	1
U18S	4.2.2	4	4
U1Q	4.2.2	4	3
U51GT_C4	4.2.2	4	3
U9180	4.3	4	4
U9218	4.2.2	4	2
UMI3	4.2.2	4	4
UNISTAR-U1	4.2.2	4	3
UNISTAR-U5	4.2.2	4	2
UOOGOU_Q7	4.1.1	4	4
UOOGOU+Q7	4.2.2	4	2
UTime+T9	2.3.6	4	2
V703Dualcore	4.2.2	4	2
V713	4.1.2	4	1
V820A	4.2.2	4	4
V881	2.3.5	4	2
V981	4.2.1	4	2
vivo+S11	4.1.1	4	3
vivo+S7	4.1.2	4	3
VOTO+VT808	4.0.3	4	2
W808	2.3.4	4	2
X11	4.2.2	4	4
X12	4.2.2	4	1
